system,sigma,variant,cfg,rmse_rms,rmse_med,rmse_p95,anees,fire,metrics,covariance_policy,runs,cov_bad_runs,cov_bad_frac,secs,labels,gain,recal,metric
trn,13.33521432163324,CKF,F4,0.031889497497110966,0.022553519426443763,0.046467402034799925,1.0022202378962166,0.0012766666666666668,per-run-rms-p95-v1,square-root-joseph-v1,10000,0,0.0,538.7638838000003,v4,mean,set,Pinv
trn,13.33521432163324,CKF,IPLF2,0.1354694508370149,0.022479348366467505,0.05048466369313728,2.3764640892188247,3.0516216666666667,per-run-rms-p95-v1,square-root-joseph-v1,10000,0,0.0,512.5703387000003,v4,iplf,none,none
trn,31.622776601683793,EKF,F0,0.1802253384706063,0.056866220626571394,0.13810070592678808,1.8889430420868096,0.0,per-run-rms-p95-v1,square-root-joseph-v1,10000,0,0.0,126.48882700000013,v4,conventional,none,none
trn,31.622776601683793,EKF,F1,0.18916565809877803,0.05723356146097837,0.1377443067991891,1.8956079654356173,0.009555000000000001,per-run-rms-p95-v1,square-root-joseph-v1,10000,0,0.0,158.54664839999987,v4,single,single,I
trn,31.622776601683793,EKF,F2,0.20377944985724117,0.057260530546913324,0.15574682640010373,1.1474504130714167,0.061356666666666664,per-run-rms-p95-v1,square-root-joseph-v1,10000,0,0.0,244.83522209999956,v4,single,set,Pinv
trn,31.622776601683793,EKF,F3,0.08098139289532881,0.053503868120748366,0.1150910023301494,1.2880345983968045,0.017865,per-run-rms-p95-v1,square-root-joseph-v1,10000,0,0.0,229.08794040000066,v4,mean,single,Pinv
trn,31.622776601683793,EKF,F4,0.0693842269086321,0.0529418617088198,0.11150392195430908,1.0886813177056176,0.0007949999999999999,per-run-rms-p95-v1,square-root-joseph-v1,10000,0,0.0,289.4453222000002,v4,mean,set,Pinv
trn,31.622776601683793,EKF,IPLF2,0.18260560192018382,0.053905742506142676,0.12383093549193705,1.7877446712630225,2.5549666666666666,per-run-rms-p95-v1,square-root-joseph-v1,10000,0,0.0,328.83702129999983,v4,iplf,none,none
trn,31.622776601683793,EKF2,F0,0.16921798147175945,0.05488634075611829,0.12595040405121471,1.53080830346896,0.0,per-run-rms-p95-v1,square-root-joseph-v1,10000,0,0.0,201.71084849999988,v4,conventional,none,none
trn,31.622776601683793,EKF2,F1,0.17999399625211834,0.05488386142346633,0.12726240071019768,1.4966253839739874,0.01185,per-run-rms-p95-v1,square-root-joseph-v1,10000,0,0.0,303.13304010000047,v4,single,single,I
trn,31.622776601683793,EKF2,F2,0.21688404164787284,0.057453909200484564,0.15032551857080864,0.9861726830948425,0.057406666666666675,per-run-rms-p95-v1,square-root-joseph-v1,10000,0,0.0,456.2079313000004,v4,single,set,Pinv
trn,31.622776601683793,EKF2,F3,0.08212773283875437,0.05346211035836057,0.11391295386551001,1.088038652013686,0.026410000000000003,per-run-rms-p95-v1,square-root-joseph-v1,10000,0,0.0,522.0402665000001,v4,mean,single,Pinv
trn,31.622776601683793,EKF2,F4,0.06870867479642197,0.052905824067836824,0.11006237007997553,0.9809923059692225,0.00067,per-run-rms-p95-v1,square-root-joseph-v1,10000,0,0.0,682.3962118999998,v4,mean,set,Pinv
trn,31.622776601683793,EKF2,IPLF2,0.1710638627497924,0.05298868397982265,0.11734194552328428,1.5302761025002274,2.692171666666667,per-run-rms-p95-v1,square-root-joseph-v1,10000,0,0.0,526.0728841999999,v4,iplf,none,none
trn,31.622776601683793,UKF,F0,0.16928022632497491,0.05486395584595033,0.12604922575300803,1.5270958643314938,0.0,per-run-rms-p95-v1,square-root-joseph-v1,10000,0,0.0,214.57507350000014,v4,conventional,none,none
trn,31.622776601683793,UKF,F1,0.1803575462225579,0.05478033482861182,0.1269970141022094,1.4881524548589675,0.01116,per-run-rms-p95-v1,square-root-joseph-v1,10000,0,0.0,267.8006150000001,v4,single,single,I
trn,31.622776601683793,UKF,F2,0.21268144341321227,0.05726211334033578,0.1492555653182685,0.9772298460050104,0.05659666666666667,per-run-rms-p95-v1,square-root-joseph-v1,10000,0,0.0,389.70831499999986,v4,single,set,Pinv
